Record ID,Record Status,Manufacturer,Manufacturer Part Number,Legacy AIPN,Legacy AIPN Old,Legacy Description,Legacy Family,Legacy Datasheet,Import Source,Source Sheet,Duplicate Source Rows,Identity Key,Source Rows,Source Data JSON
PMR-000128,Imported - Pending Verification,Texas Instruments,LM311DR,,ICS-Comp-1ch-1-00,"Comparator Standard (General Purpose) MOS, Open-Collector, Open-Emitter, TTL 8-SOIC",ICT,,AIPN Parts Master.xlsx,My Lists Worksheet,No,texasinstruments | lm311dr,130,"[{""source_row"":130,""values"":{""AIPN"":"""",""Family"":""ICT"",""Value"":"""",""Case"":""SOIC-8"",""Image"":"""",""Description"":""Comparator Standard (General Purpose) MOS, Open-Collector, Open-Emitter, TTL 8-SOIC"",""Manufacturer Name"":""Texas Instruments"",""Manufacturer Part Number"":""LM311DR"",""Lifecycle"":"""",""Leadtime(WKS)"":"""",""Case2"":""SOIC-8"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""Comp"",""Param #2"":""1ch"",""Param #3"":""1"",""Param #4"":"""",""Rev"":""0"",""Params used"":""6"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""ICS-Comp-1ch-1-00"",""LEN"":""17"",""Datasheet"":"""",""RoHS Status"":"""",""Moisture Sensitivity Level (MSL)"":"""",""ECCN"":"""",""HTSUS"":"""",""Country of Origin"":""""}}]"
PMR-000129,Imported - Pending Verification,Texas Instruments,LM2903BIDR,,ICS-Comp-2ch-1-00,IC COMPARATOR 2CH 8-SOIC,ICT,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm2903,AIPN Parts Master.xlsx,My Lists Worksheet,No,texasinstruments | lm2903bidr,131,"[{""source_row"":131,""values"":{""AIPN"":"""",""Family"":""ICT"",""Value"":"""",""Case"":""SOIC-8"",""Image"":"""",""Description"":""IC COMPARATOR 2CH 8-SOIC"",""Manufacturer Name"":""Texas Instruments"",""Manufacturer Part Number"":""LM2903BIDR"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""9"",""Case2"":""SOIC-8"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""Comp"",""Param #2"":""2ch"",""Param #3"":""1"",""Param #4"":"""",""Rev"":""0"",""Params used"":""6"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""ICS-Comp-2ch-1-00"",""LEN"":""17"",""Datasheet"":""https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm2903"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8542.39.0090"",""Country of Origin"":""China""}}]"
PMR-000130,Imported - Pending Verification,Allegro MicroSystems,ACS71240LLCBTR-010B3,,ICS-Curr-sense-10A-00,CURRENT SENSOR HE/OL 10A 8-SOIC,ICT,https://www.allegromicro.com/~/media/files/datasheets/acs71240-datasheet.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,allegromicrosystems | acs71240llcbtr-010b3,132,"[{""source_row"":132,""values"":{""AIPN"":"""",""Family"":""ICT"",""Value"":"""",""Case"":""SOIC-8"",""Image"":"""",""Description"":""CURRENT SENSOR HE/OL 10A 8-SOIC"",""Manufacturer Name"":""Allegro MicroSystems"",""Manufacturer Part Number"":""ACS71240LLCBTR-010B3"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""36"",""Case2"":""SOIC-8"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""Isense"",""Param #2"":""10A"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""ICS-Curr-sense-10A-00"",""LEN"":""21"",""Datasheet"":""https://www.allegromicro.com/~/media/files/datasheets/acs71240-datasheet.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8542.39.0090"",""Country of Origin"":""Malaysia""}}]"
PMR-000131,Imported - Pending Verification,Diodes Incorporated,APX803S-31SA-7,,ICS-SuperV-3v08-1ch-0-00,Supervisor Open Drain or Open Collector 1 Channel SOT-23-3,ICT,,AIPN Parts Master.xlsx,My Lists Worksheet,No,diodesincorporated | apx803s-31sa-7,133,"[{""source_row"":133,""values"":{""AIPN"":"""",""Family"":""ICT"",""Value"":"""",""Case"":""SOT-23-3"",""Image"":"""",""Description"":""Supervisor Open Drain or Open Collector 1 Channel SOT-23-3"",""Manufacturer Name"":""Diodes Incorporated"",""Manufacturer Part Number"":""APX803S-31SA-7"",""Lifecycle"":"""",""Leadtime(WKS)"":"""",""Case2"":""SOT-23-3"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""SuperV"",""Param #2"":""3v08"",""Param #3"":""1ch"",""Param #4"":""0"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""ICS-SuperV-3v08-1ch-0-00"",""LEN"":""24"",""Datasheet"":"""",""RoHS Status"":"""",""Moisture Sensitivity Level (MSL)"":"""",""ECCN"":"""",""HTSUS"":"""",""Country of Origin"":""""}}]"
PMR-000132,Imported - Pending Verification,Texas Instruments,SN74LVC1G08DBVT,,ICS-AND-1ch-00,IC GATE AND 1CH 2-INP SOT23-5,ICT,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lvc1g08,AIPN Parts Master.xlsx,My Lists Worksheet,No,texasinstruments | sn74lvc1g08dbvt,134,"[{""source_row"":134,""values"":{""AIPN"":"""",""Family"":""ICT"",""Value"":"""",""Case"":""SOT-23-5"",""Image"":"""",""Description"":""IC GATE AND 1CH 2-INP SOT23-5"",""Manufacturer Name"":""Texas Instruments"",""Manufacturer Part Number"":""SN74LVC1G08DBVT"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""9"",""Case2"":""SOT-23-5"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""AND"",""Param #2"":""1ch"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""ICS-AND-1ch-00"",""LEN"":""14"",""Datasheet"":""https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lvc1g08"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8542.39.0070"",""Country of Origin"":""Germany""}}]"
PMR-000133,Imported - Pending Verification,Analog Devices Inc./Maxim Integrated,MAX31865AAP+,,ICS-Temp-RTD-PT100-00,IC RTD TO DIGITAL CONVERT 20SSOP,ICT,https://datasheets.maximintegrated.com/en/ds/MAX31865.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,analogdevicesincmaximintegrated | max31865aap+,135,"[{""source_row"":135,""values"":{""AIPN"":"""",""Family"":""ICT"",""Value"":"""",""Case"":""SSOP-20"",""Image"":"""",""Description"":""IC RTD TO DIGITAL CONVERT 20SSOP"",""Manufacturer Name"":""Analog Devices Inc./Maxim Integrated"",""Manufacturer Part Number"":""MAX31865AAP+"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""22"",""Case2"":""SSOP-20"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""RTD"",""Param #2"":""PT100"",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""5"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""ICS-Temp-RTD-PT100-00"",""LEN"":""21"",""Datasheet"":""https://datasheets.maximintegrated.com/en/ds/MAX31865.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8542.39.0070"",""Country of Origin"":""Philippines""}}]"
PMR-000134,Imported - Pending Verification,Analog Devices,MAX38888ATD+T,,ICS-SuperC-Mgmt-1-00,IC BATT MFUNC SUPERCAP 14TDFN,ICT,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX38888.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,analogdevices | max38888atd+t,136,"[{""source_row"":136,""values"":{""AIPN"":"""",""Family"":""ICT"",""Value"":"""",""Case"":""TDFN-14"",""Image"":"""",""Description"":""IC BATT MFUNC SUPERCAP 14TDFN"",""Manufacturer Name"":""Analog Devices"",""Manufacturer Part Number"":""MAX38888ATD+T"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""11"",""Case2"":""TDFN-14"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""SuperC"",""Param #2"":""Mgmt"",""Param #3"":""1"",""Param #4"":"""",""Rev"":""0"",""Params used"":""6"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""ICS-SuperC-Mgmt-1-00"",""LEN"":""20"",""Datasheet"":""https://www.analog.com/media/en/technical-documentation/data-sheets/MAX38888.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8542.39.0070"",""Country of Origin"":""Taiwan""}}]"
PMR-000135,Imported - Pending Verification,OnSemi,TL331VSN4T1G,,ICS-Comp-1ch-2-00,IC COMPARATOR 1CH 5-TSOP,ICT,https://www.onsemi.com/download/data-sheet/pdf/tl331-d.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,onsemi | tl331vsn4t1g,137,"[{""source_row"":137,""values"":{""AIPN"":"""",""Family"":""ICT"",""Value"":"""",""Case"":""TSOP-5"",""Image"":"""",""Description"":""IC COMPARATOR 1CH 5-TSOP"",""Manufacturer Name"":""OnSemi"",""Manufacturer Part Number"":""TL331VSN4T1G"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""15"",""Case2"":""SOT-23-5"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""Comp"",""Param #2"":""1ch"",""Param #3"":""2"",""Param #4"":"""",""Rev"":""0"",""Params used"":""6"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""ICS-Comp-1ch-2-00"",""LEN"":""17"",""Datasheet"":""https://www.onsemi.com/download/data-sheet/pdf/tl331-d.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8542.39.0090"",""Country of Origin"":""Malaysia""}}]"
PMR-000136,Imported - Pending Verification,Texas Instruments,LM2903BIDDFR,,ICS-Comp-2ch-2-00,IC COMPARATOR 2CH TSOT-23-8,ICT,https://www.ti.com/lit/ds/symlink/lm2903b.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,texasinstruments | lm2903biddfr,138,"[{""source_row"":138,""values"":{""AIPN"":"""",""Family"":""ICT"",""Value"":"""",""Case"":""TSOT-23-8"",""Image"":"""",""Description"":""IC COMPARATOR 2CH TSOT-23-8"",""Manufacturer Name"":""Texas Instruments"",""Manufacturer Part Number"":""LM2903BIDDFR"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""9"",""Case2"":""TSOT23-8"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""Comp"",""Param #2"":""2ch"",""Param #3"":""2"",""Param #4"":"""",""Rev"":""1"",""Params used"":""6"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""ICS-Comp-2ch-2-00"",""LEN"":""17"",""Datasheet"":""https://www.ti.com/lit/ds/symlink/lm2903b.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8542.39.0090"",""Country of Origin"":""Philippines""}}]"
PMR-000137,Imported - Pending Verification,Texas Instruments,TSC2007IPWR,,ICS-TouchCtrl-4wire-12-Bit-i2c-00,IC TSC 4 WIRE RES 16-TSSOP,ICT,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Ftsc2007,AIPN Parts Master.xlsx,My Lists Worksheet,No,texasinstruments | tsc2007ipwr,139,"[{""source_row"":139,""values"":{""AIPN"":"""",""Family"":""ICT"",""Value"":"""",""Case"":""TSSOP-16"",""Image"":"""",""Description"":""IC TSC 4 WIRE RES 16-TSSOP"",""Manufacturer Name"":""Texas Instruments"",""Manufacturer Part Number"":""TSC2007IPWR"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""16"",""Case2"":""TSSOP-16"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""TouchCtrl"",""Param #2"":""4wire"",""Param #3"":""12-Bit"",""Param #4"":""i2c"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""ICS-TouchCtrl-4wire-12-Bit-i2c-00"",""LEN"":""33"",""Datasheet"":""https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Ftsc2007"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8542.39.0070"",""Country of Origin"":""Japan""}}]"
PMR-000138,Imported - Pending Verification,Microchip Technology,MCP2515-I/ST,,ICS-CAN-Ctrl-SPI-2-00,IC CAN CONTROLLER W/SPI 20TSSOP,ICT,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP2515-Stand-Alone-CAN-Controller-with-SPI-20001801J.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,microchiptechnology | mcp2515-i/st,140,"[{""source_row"":140,""values"":{""AIPN"":"""",""Family"":""ICT"",""Value"":"""",""Case"":""TSSOP-20"",""Image"":"""",""Description"":""IC CAN CONTROLLER W/SPI 20TSSOP"",""Manufacturer Name"":""Microchip Technology"",""Manufacturer Part Number"":""MCP2515-I/ST"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""4"",""Case2"":""TSSOP-20"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""CAN"",""Param #2"":""Ctrl"",""Param #3"":""SPI"",""Param #4"":""2"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""ICS-CAN-Ctrl-SPI-2-00"",""LEN"":""21"",""Datasheet"":""https://ww1.microchip.com/downloads/en/DeviceDoc/MCP2515-Stand-Alone-CAN-Controller-with-SPI-20001801J.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8542.31.0030"",""Country of Origin"":""Thailand""}}]"
PMR-000139,Imported - Pending Verification,Texas Instruments,TCA9548APWR,,ICS-I2C-Exp-8ch-00,IC BUS SWITCH 1 X 8:1 24-TSSOP,ICT,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftca9548a,AIPN Parts Master.xlsx,My Lists Worksheet,No,texasinstruments | tca9548apwr,141,"[{""source_row"":141,""values"":{""AIPN"":"""",""Family"":""ICT"",""Value"":"""",""Case"":""TSSOP-24"",""Image"":"""",""Description"":""IC BUS SWITCH 1 X 8:1 24-TSSOP"",""Manufacturer Name"":""Texas Instruments"",""Manufacturer Part Number"":""TCA9548APWR"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""16"",""Case2"":""TSSOP-24"",""Case3"":""SMD"",""Case Displayed as"":""SMD"",""Param #1"":""I2C"",""Param #2"":""Exp"",""Param #3"":""8ch"",""Param #4"":"""",""Rev"":""0"",""Params used"":""6"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""ICS-I2C-Exp-8ch-00"",""LEN"":""18"",""Datasheet"":""https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftca9548a"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8542.39.0070"",""Country of Origin"":""Japan""}}]"
PMR-000140,Imported - Pending Verification,Würth Elektronik,744383130033,,IND-1610-330n-1A9-84mR-00,FIXED IND 330NH 1.9A 84 MOHM SMD,IND,https://www.we-online.com/components/products/datasheet/744383130033.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurthelektronik | 744383130033,142,"[{""source_row"":142,""values"":{""AIPN"":"""",""Family"":""IND"",""Value"":""3.3000000000000002E-7"",""Case"":""1610"",""Image"":"""",""Description"":""FIXED IND 330NH 1.9A 84 MOHM SMD"",""Manufacturer Name"":""Würth Elektronik"",""Manufacturer Part Number"":""744383130033"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":""1610"",""Case3"":""SMD"",""Case Displayed as"":""1610"",""Param #1"":""330n"",""Param #2"":""1A9"",""Param #3"":""84mR"",""Param #4"":"""",""Rev"":""0"",""Params used"":""6"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""IND-1610-330n-1A9-84mR-00"",""LEN"":""25"",""Datasheet"":""https://www.we-online.com/components/products/datasheet/744383130033.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8504.50.4000"",""Country of Origin"":""South Korea""}}]"
PMR-000141,Imported - Pending Verification,Coilcraft,XFL4015-471MEC,,IND-1616-470n-9A1-8.36mR-Shield-00,FIXED IND 470NH 9.1A 8.36 MOHM,IND,https://www.coilcraft.com/en-us/files/datasheet/XFL4015,AIPN Parts Master.xlsx,My Lists Worksheet,No,coilcraft | xfl4015-471mec,143,"[{""source_row"":143,""values"":{""AIPN"":"""",""Family"":""IND"",""Value"":""4.7E-7"",""Case"":""1610"",""Image"":"""",""Description"":""FIXED IND 470NH 9.1A 8.36 MOHM"",""Manufacturer Name"":""Coilcraft"",""Manufacturer Part Number"":""XFL4015-471MEC"",""Lifecycle"":""Active"",""Leadtime(WKS)"":"""",""Case2"":""1616"",""Case3"":""SMD"",""Case Displayed as"":""1616"",""Param #1"":""470n"",""Param #2"":""9A1"",""Param #3"":""8.36mR"",""Param #4"":""Shield"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""IND-1616-470n-9A1-8.36mR-Shield-00"",""LEN"":""34"",""Datasheet"":""https://www.coilcraft.com/en-us/files/datasheet/XFL4015"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8504.50.8000"",""Country of Origin"":""-""}}]"
PMR-000142,Imported - Pending Verification,Murata,LQM21PN2R2MC0D,,IND-0805-2u2-06A-425mR-Shield-00,FIXED IND 2.2UH 600MA 425 MOHM,IND,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-0014.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,murata | lqm21pn2r2mc0d,144,"[{""source_row"":144,""values"":{""AIPN"":"""",""Family"":""IND"",""Value"":""2.2000000000000001E-6"",""Case"":""0805"",""Image"":"""",""Description"":""FIXED IND 2.2UH 600MA 425 MOHM"",""Manufacturer Name"":""Murata"",""Manufacturer Part Number"":""LQM21PN2R2MC0D"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""19"",""Case2"":""805"",""Case3"":""SMD"",""Case Displayed as"":""0805"",""Param #1"":""2u2"",""Param #2"":""06A"",""Param #3"":""425mR"",""Param #4"":""Shield"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""IND-0805-2u2-06A-425mR-Shield-00"",""LEN"":""32"",""Datasheet"":""https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-0014.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8504.50.4000"",""Country of Origin"":""Japan""}}]"
PMR-000143,Imported - Pending Verification,Coilcraft,XAL4020-222ME,,IND-1616-2u2-5A5-38.7mR-Shield-00,FIXED IND 2.2UH 5.5A 38.7 MOHM SMD,IND,,AIPN Parts Master.xlsx,My Lists Worksheet,No,coilcraft | xal4020-222me,145,"[{""source_row"":145,""values"":{""AIPN"":"""",""Family"":""IND"",""Value"":""2.2000000000000001E-6"",""Case"":""1616"",""Image"":"""",""Description"":""FIXED IND 2.2UH 5.5A 38.7 MOHM SMD"",""Manufacturer Name"":""Coilcraft"",""Manufacturer Part Number"":""XAL4020-222ME"",""Lifecycle"":"""",""Leadtime(WKS)"":"""",""Case2"":""1616"",""Case3"":""SMD"",""Case Displayed as"":""1616"",""Param #1"":""2u2"",""Param #2"":""5A5"",""Param #3"":""38.7mR"",""Param #4"":""Shield"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""IND-1616-2u2-5A5-38.7mR-Shield-00"",""LEN"":""33"",""Datasheet"":"""",""RoHS Status"":"""",""Moisture Sensitivity Level (MSL)"":"""",""ECCN"":"""",""HTSUS"":"""",""Country of Origin"":""""}}]"
PMR-000144,Imported - Pending Verification,Wurth,744042100,,IND-1919-10u-1A3-150mR-Shield-00,FIXED IND 10UH 1.3A 150 MOHM SMD,IND,https://www.we-online.com/components/products/datasheet/744042100.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurth | 744042100,146,"[{""source_row"":146,""values"":{""AIPN"":"""",""Family"":""IND"",""Value"":""1.0000000000000001E-5"",""Case"":""4818"",""Image"":"""",""Description"":""FIXED IND 10UH 1.3A 150 MOHM SMD"",""Manufacturer Name"":""Wurth"",""Manufacturer Part Number"":""744042100"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""24"",""Case2"":""1919"",""Case3"":""SMD"",""Case Displayed as"":""1919"",""Param #1"":""10u"",""Param #2"":""1A3"",""Param #3"":""150mR"",""Param #4"":""Shield"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""IND-1919-10u-1A3-150mR-Shield-00"",""LEN"":""32"",""Datasheet"":""https://www.we-online.com/components/products/datasheet/744042100.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8504.50.4000"",""Country of Origin"":""China""}}]"
PMR-000145,Imported - Pending Verification,Würth Elektronik,150060VS75000,,LED-0603-Gn-570nm-2v0-20mA-00,LED GREEN CLEAR 0603 SMD,LED,https://www.we-online.com/components/products/datasheet/150060VS75000.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurthelektronik | 150060vs75000,147,"[{""source_row"":147,""values"":{""AIPN"":"""",""Family"":""LED"",""Value"":""Gn"",""Case"":""0603"",""Image"":"""",""Description"":""LED GREEN CLEAR 0603 SMD"",""Manufacturer Name"":""Würth Elektronik"",""Manufacturer Part Number"":""150060VS75000"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""13"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""Gn"",""Param #2"":""570nm"",""Param #3"":""2v0"",""Param #4"":""20mA"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""LED-0603-Gn-570nm-2v0-20mA-00"",""LEN"":""29"",""Datasheet"":""https://www.we-online.com/components/products/datasheet/150060VS75000.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8541.41.0000"",""Country of Origin"":""China""}}]"
PMR-000146,Imported - Pending Verification,Würth Elektronik,150080VS75000,,LED-0805-Gn-570nm-2v-20mA-00,LED GREEN CLEAR 0805 SMD,LED,https://www.we-online.com/components/products/datasheet/150080VS75000.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurthelektronik | 150080vs75000,148,"[{""source_row"":148,""values"":{""AIPN"":"""",""Family"":""LED"",""Value"":""Gn"",""Case"":""0805"",""Image"":"""",""Description"":""LED GREEN CLEAR 0805 SMD"",""Manufacturer Name"":""Würth Elektronik"",""Manufacturer Part Number"":""150080VS75000"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""13"",""Case2"":""805"",""Case3"":""SMD"",""Case Displayed as"":""0805"",""Param #1"":""Gn"",""Param #2"":""570nm"",""Param #3"":""2v"",""Param #4"":""20mA"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""LED-0805-Gn-570nm-2v-20mA-00"",""LEN"":""28"",""Datasheet"":""https://www.we-online.com/components/products/datasheet/150080VS75000.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8541.41.0000"",""Country of Origin"":""China""}}]"
PMR-000147,Imported - Pending Verification,Würth Elektronik,150060SS75000,,LED-0603-Rd-630nm-1v9-20mA-00,LED RED CLEAR 0603 SMD,LED,https://www.we-online.com/components/products/datasheet/150060SS75000.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurthelektronik | 150060ss75000,149,"[{""source_row"":149,""values"":{""AIPN"":"""",""Family"":""LED"",""Value"":""Rd"",""Case"":""0603"",""Image"":"""",""Description"":""LED RED CLEAR 0603 SMD"",""Manufacturer Name"":""Würth Elektronik"",""Manufacturer Part Number"":""150060SS75000"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""13"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""Rd"",""Param #2"":""630nm"",""Param #3"":""1v9"",""Param #4"":""20mA"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""LED-0603-Rd-630nm-1v9-20mA-00"",""LEN"":""29"",""Datasheet"":""https://www.we-online.com/components/products/datasheet/150060SS75000.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8541.41.0000"",""Country of Origin"":""China""}}]"
PMR-000148,Imported - Pending Verification,Kingbright,APTD1608LSECK/J3-PF,,LED-0603-Rd-625nm-1v8-2mA-00,LED RED CLEAR 2SMD,LED,https://www.kingbrightusa.com/images/catalog/SPEC/APTD1608LSECK-J3-PF.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,kingbright | aptd1608lseck/j3-pf,150,"[{""source_row"":150,""values"":{""AIPN"":"""",""Family"":""LED"",""Value"":""Rd"",""Case"":""SMD-2"",""Image"":"""",""Description"":""LED RED CLEAR 2SMD"",""Manufacturer Name"":""Kingbright"",""Manufacturer Part Number"":""APTD1608LSECK/J3-PF"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""7"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""Rd"",""Param #2"":""625nm"",""Param #3"":""1v8"",""Param #4"":""2mA"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""LED-0603-Rd-625nm-1v8-2mA-00"",""LEN"":""28"",""Datasheet"":""https://www.kingbrightusa.com/images/catalog/SPEC/APTD1608LSECK-J3-PF.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8541.41.0000"",""Country of Origin"":""China""}}]"
