Record ID,Record Status,Manufacturer,Manufacturer Part Number,Legacy AIPN,Legacy AIPN Old,Legacy Description,Legacy Family,Legacy Datasheet,Import Source,Source Sheet,Duplicate Source Rows
PMR-000182,Imported - Pending Verification,YAGEO,RC0402FR-0722RL,,,RES 22 OHM 1% 1/16W 0402,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000183,Imported - Pending Verification,Yageo,RC0603FR-0722RL,,RES-0603-22R-1%-00,RES 22 OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000184,Imported - Pending Verification,YAGEO,RC2512FK-0739RL,,RES-2512-39R-1%-00,RES 39 OHM 1% 1W 2512,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000185,Imported - Pending Verification,YAGEO,RC0603FR-0775RL,,RES-0603-75R-1%-00,RES 75 OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000186,Imported - Pending Verification,YAGEO,RC0603FR-07100RL,,RES-0603-100R-1%-00,RES 100 OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000187,Imported - Pending Verification,YAGEO,RC0603FR-07200RL,,RES-0603-200R-1%-00,RES 200 OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000188,Imported - Pending Verification,YAGEO,RT0603FRE07232RL,,RES-0603-232R-1%-00,RES SMD 232 OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RT_1-TO-0-01_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000189,Imported - Pending Verification,YAGEO,RC0603FR-07330RL,,RES-0603-330R-1%-00,RES 330 OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000190,Imported - Pending Verification,YAGEO,RT0603FRE07332RL,,RES-0603-332R-1%-00,RES SMD 332 OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RT_1-TO-0-01_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000191,Imported - Pending Verification,Vishay Dale Thin Film,PAT0603E4000BST1,,RES-0603-400R-0.1%-00,RES SMD 400 OHM 0.1% 0.15W 0603,RES,https://www.vishay.com/docs/60024/pat.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000192,Imported - Pending Verification,YAGEO,RC0603FR-07470RL,,RES-0603-470R-1%-00,RES 470 OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000193,Imported - Pending Verification,Koa Speer,RK73H1ETTP1001F,,,RES 1K OHM 1% 1/10W 0402,RES,https://www.koaspeer.com/pdfs/RK73H.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000194,Imported - Pending Verification,YAGEO,RC0603FR-071KL,,RES-0603-1K-1%-00,RES 1K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000195,Imported - Pending Verification,Stackpole Electronics Inc,RMCF0603FT1K50,,RES-0603-1K5-1%-00,RES 1.5K OHM 1% 1/10W 0603,RES,https://www.seielect.com/catalog/SEI-RMCF_RMCP.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000196,Imported - Pending Verification,YAGEO,RC0603FR-072KL,,RES-0603-2K-1%-00,RES 2K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000197,Imported - Pending Verification,YAGEO,RC0603FR-072K2L,,RES-0603-2K2-1%-00,RES 2.2K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000198,Imported - Pending Verification,YAGEO,RC0603FR-072K4L,,RES-0603-2K4-1%-00,RES 2.4K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000199,Imported - Pending Verification,YAGEO,RC0603FR-073K3L,,RES-0603-3K3-1%-00,RES 3.3K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000200,Imported - Pending Verification,YAGEO,RC0402FR-074K7L,,,RES 4.7K OHM 1% 1/16W 0402,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000201,Imported - Pending Verification,YAGEO,RC0603FR-074K7L,,RES-0603-4K7-1%-00,RES 4.7K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000202,Imported - Pending Verification,YAGEO,RC0402FR-0710KL,,,RES 10K OHM 1% 1/16W 0402,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000203,Imported - Pending Verification,YAGEO,RC0603FR-0710KL,,RES-0603-10K-1%-00,RES 10K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000204,Imported - Pending Verification,Vishay Dale Thin Film,TNPW060310K0BEEA,,,RES 10K OHM 0.1% 0.21W 0603,RES,https://www.vishay.com/docs/28758/tnpw_e3.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000205,Imported - Pending Verification,YAGEO,RT0603FRE0717K8L,,RES-0603-17K8-1%-00,RES SMD 17.8K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RT_1-TO-0-01_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000206,Imported - Pending Verification,YAGEO,RC0603FR-0718KL,,RES-0603-18K-1%-00,RES 18K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000207,Imported - Pending Verification,YAGEO,RC0603FR-0722KL,,RES-0603-22K-1%-00,RES 22K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000208,Imported - Pending Verification,Vishay Dale Thin Film,TNPW060325K2BEEN,,,TNPW0603 25K2 0.1% T-9 E52 E3,RES,https://www.vishay.com/docs/28758/tnpw_e3.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000209,Imported - Pending Verification,YAGEO,RC0603FR-0747KL,,RES-0603-47K-1%-00,RES 47K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000210,Imported - Pending Verification,Vishay Dale Thin Film,TNPW060350K5BEEA,,,RES 50.5K OHM 0.1% 0.21W 0603,RES,https://www.vishay.com/docs/28758/tnpw_e3.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000211,Imported - Pending Verification,Royal Ohm,0603SAF8662T5E,,RES-0603-86K6-1%-00,RES 86.6K OHM 1% 1/10W 0603,RES,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000212,Imported - Pending Verification,YAGEO,RC0603FR-0788K7L,,RES-0603-88K7-1%-00,RES 88.7K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000213,Imported - Pending Verification,Koa Speer,RK73H1ETTP1003F,,,RES 100K OHM 1% 1/10W 0402,RES,https://www.koaspeer.com/pdfs/RK73H.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000214,Imported - Pending Verification,YAGEO,RC0603FR-07100KL,,RES-0603-100K-1%-00,RES 100K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000215,Imported - Pending Verification,Vishay Dale Thin Film,TNPW0603100KBEEN,,,RES 100K OHM 0.1% 0.21W 0603,RES,https://www.vishay.com/docs/28758/tnpw_e3.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000216,Imported - Pending Verification,Panasonic,ERJ3EKF1303V,,RES-0603-130K-1%-00,RES SMD 130K OHM 1% 1/10W 0603,RES,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000217,Imported - Pending Verification,YAGEO,RC0603FR-07150KL,,RES-0603-150K-1%-00,RES 150K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000218,Imported - Pending Verification,YAGEO,RC0603FR-07220KL,,RES-0603-220K-1%-00,RES 220K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000219,Imported - Pending Verification,YAGEO,RC0603FR-07300KL,,RES-0603-300K-1%-00,RES 300K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000220,Imported - Pending Verification,YAGEO,RC0603FR-07390KL,,RES-0603-390K-1%-00,RES 390K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000221,Imported - Pending Verification,Panasonic,ERJ3EKF3923V,,RES-0603-392K-1%-00,RES 392K OHM 1% 1/10W 0603,RES,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000222,Imported - Pending Verification,YAGEO,RC0603FR-07470KL,,RES-0603-470K-1%-00,RES 470K OHM 1% 1/10W 0603,RES,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000223,Imported - Pending Verification,Vishay Dale Thin Film,MCT0603MD4993BP500,,,RES 499K OHM 0.1% 1/10W 0603,RES,https://www.vishay.com/docs/28952/mcr0201at-mca1206at.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000224,Imported - Pending Verification,Panasonic,ERJ3EKF6193V,,RES-0603-619K-1%-00,RES 619K OHM 1% 1/10W 0603,RES,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000225,Imported - Pending Verification,Walsin Technology Corporation,WR06X1004FTL,,RES-0603-1M-1%-00,RES 1M OHM 1% 1/10W 0603,RES,https://www.passivecomponent.com/wp-content/uploads/chipR/ASC_WR.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000226,Imported - Pending Verification,Royal Ohm,0603SAF1204T5E,,RES-0603-1M2-1%-00,RES 1.2M OHM 1% 1/10W 0603,RES,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000227,Imported - Pending Verification,Vishay Dale Thin Film,MCT0603MD2004BP500,,,RES 2M OHM 0.1% 1/10W 0603,RES,https://www.vishay.com/docs/28952/mcr0201at-mca1206at.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000228,Imported - Pending Verification,NXP,"PCF85063ATL/1,118",,ICS-RTC-i2c-1-00,IC RTC CLK/CALENDAR I2C 10DFN,RTC,https://www.nxp.com/docs/en/data-sheet/PCF85063A.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000229,Imported - Pending Verification,Kemet,FC0V474ZFTBR24,,SCA-SMD-F47-3v5-1-00,CAP 470MF -20% +80% 3.5V SMD,SCA,https://yageogroup.com/content/datasheet/asset/file/KEM_S6011_FC,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000230,Imported - Pending Verification,Kemet,FC0H474ZFTBR32-SS,,SCA-SMD-F47-5v5-1-00,CAP 470MF -20% +80% 5.5V SMD,SCA,https://content.kemet.com/datasheets/KEM_S6011_FC.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000231,Imported - Pending Verification,ScioSense,ENS210-LQFM,,SEN-SMD-HuTe-i2c-00,"I2C, QFN4, DIGITAL PRE-CALIBRATE",SEN,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8389/ENS210.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000232,Imported - Pending Verification,ST Micro,MP34DT05-A,,SEN-SMD-Mic-MEMS-Digital-1-00,"100 Hz ~ 10 kHz Digital, PDM Microphone MEMS (Silicon) Omnidirectional (-26dB ±3dB @ 94dB SPL) Solder Pads",SEN,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000233,Imported - Pending Verification,Knowles,SPH0645LM4H,,SEN-SMD-Mic-MEMS-Digital-2-00,"20 Hz ~ 10 kHz Digital, I2S Microphone MEMS (Silicon) 1.62 V ~ 3.6 V Omnidirectional (-26dB ±3dB @ 94dB SPL) Solder Pads",SEN,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000234,Imported - Pending Verification,Infineon Technologies,IM69D120,,SEN-SMD-MIC-MEMS-Digital-3-00,"20 Hz ~ 20 kHz Digital, PDM Microphone MEMS (Silicon) 1.62 V ~ 3.6 V Omnidirectional (-26dB ±1dB) Solder Pads",SEN,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000235,Imported - Pending Verification,Melexis Technologies NV,MLX90640ESF-BAB-000-TU,,SEN-THP-IR-i2c-00,SENSOR DGTL -40C-85C TO39,SEN,https://www.melexis.com/-/media/files/documents/datasheets/mlx90640-datasheet-melexis.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000236,Imported - Pending Verification,Texas Instruments,LM35CAZ/NOPB,,SEN-THP-Te-0~100C-10mvC-Analog-00,SENSOR ANALOG -40C-110C TO92-3,SEN,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm35,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000237,Imported - Pending Verification,TI,INA228AIDGSR,,SEN-SMD-EnergyMon-I2C-20bit-1-00,IC PWR MONITOR 10VSSOP,SEN,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fina228,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000238,Imported - Pending Verification,TI,INA229AIDGSR,,SEN-SMD-EnergyMon-SPI-20bit-1-00,IC CURR SENSE 1 CIRCUIT 10VSSOP,SEN,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fina229,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000239,Imported - Pending Verification,SameSky,CMEJ-0733-25-L070,,SEN-CBL-Mic-Elect-25dB-Analog-00,"MIC COND ANLG OMNI -25DB 0.276""D",SEN,https://www.cuidevices.com/product/resource/cmej-0733-25-l070.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000240,Imported - Pending Verification,Adafruit,2384,,SEN-P1.00-Vib-Medium-Analog-00,"ROUND SPACER #8 NYLON 1/2""",SEN,https://www.keyelco.com/userAssets/file/K75p88.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000241,Imported - Pending Verification,Wurth,2533020201601,,SEN-SMD-3Axis-i2c&spi-00,WSEN-ITDS 3 AXIS ACCELERATION SE,SEN,https://www.we-online.com/components/products/datasheet/2533020201601.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000242,Imported - Pending Verification,Bosch Sensortec,BME688,,SEN-SMD-GsPrTeHu-i2c-spi-00,SENSOR GAS/HUM/PRES/TEMP I2C SPI,SEN,https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bme688-ds000.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000243,Imported - Pending Verification,TDK InvenSense,ICS-40730,,SEN-SMD-Mic-MEMS-Analog-1-00,MICROPHONE MEMS ANALOG NC -32DB,SEN,https://invensense.tdk.com/wp-content/uploads/2020/07/DS-000139-ICS-40730-v1.1.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000244,Imported - Pending Verification,Bosch Sensortec,BME280,,SEN-SMD-PrHuTe-i2c&spi-00,SENSOR PRESSURE HUMIDITY TEMP,SEN,https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bme280-ds002.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000245,Imported - Pending Verification,C&K,KMR213G LFG,,SWI-SMD-SPSTno-32v-10mA-4.6x2.8mm-00,SWITCH TACTILE SPST-NO 0.01A 32V,SWI,https://www.littelfuse.com/assetdocs/littelfuse-c-k-tactile-kmr2-series-datasheet?assetguid=f782bfc7-b600-4ab5-8c8d-a2a094a642e3,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000246,Imported - Pending Verification,Würth Elektronik,434153017835,,SWI-SMD-SPSTno-12v-50mA-3.5x2.9mm-00,SWITCH TACTILE SPST-NO 0.05A 12V,SWI,https://www.we-online.com/catalog/datasheet/434153017835.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000247,Imported - Pending Verification,Omron Electronics Inc-EMC Div,B3FS-4005P,,SWI-SMD-SPSTno-24v-50mA-12x12mm-00,SWITCH TACTILE SPST-NO 0.05A 24V,SWI,https://omronfs.omron.com/en_US/ecb/products/pdf/en-b3fs_4.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000248,Imported - Pending Verification,ALPS,SKRPABE010,,,SWITCH TACTILE SPST-NO 0.05A 16V,SWI,https://tech.alpsalpine.com/cms.media/product_spec_skrpabe010_en_c1c577738a.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000249,Imported - Pending Verification,onsemi,ESD9R3.3ST5G,,,TVS DIODE 3.3VWM 7.8VC SOD923,TVS,https://www.onsemi.com/pub/Collateral/ESD9R3.3S-D.PDF,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000250,Imported - Pending Verification,Diodes Incorporated,D5V0L1B2WS-7,,TVS-SMD-5v-1ch-BiDir-84w-00,TVS DIODE 5VWM 14VC SOD323,TVS,https://www.diodes.com/assets/Datasheets/D5V0L1B2WS.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000251,Imported - Pending Verification,Littelfuse Inc.,SP0502BAHTG,,TVS-SMD-5v5-2ch-UniDir-25w-00,TVS DIODE 5.5VWM 8.5VC SOT23-3,TVS,https://www.littelfuse.com/assetdocs/tvs-diode-array-spasp050xba-lead-freegreen-datasheet?assetguid=15a03de1-f0c6-457a-95f1-55d449fdd756,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000252,Imported - Pending Verification,Semtech,RClamp3371ZC,,TVS-0201-7v0-9A-1ch-BiDir-00,7V Clamp 9A (8/20µs) Ipp Tvs Diode Surface Mount SLP0603P2X3J,TVS,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000253,Imported - Pending Verification,Bourns Inc.,SMBJ7.0A,,TVS-SMD-7v0-1ch-600w-00,TVS DIODE 7VWM 12VC DO214AA,TVS,https://www.bourns.com/docs/Product-Datasheets/SMBJ.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000254,Imported - Pending Verification,ST Micro,USBLC6-2SC6,,TVS-SMD-17v-5A-2ch-00,13V Clamp 6A (8/20µs) Ipp Tvs Diode Surface Mount SOT-23-6,TVS,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000255,Imported - Pending Verification,Semtech,UCLAMP2411ZATFT,,TVS-0201-45v-3A-1ch-BiDir-00,TVS DIODE 24VWM 45V SLP0603P2X3F,TVS,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6350/UCLAMP2411ZATFT.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000256,Imported - Pending Verification,EVVO,PESD1CAN,,TVS-SMD-24v-2ch-BiDir-200w-00,TVS DIODE 24VWM 70VC SOT23,TVS,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7158/5272_PESD1CAN.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000257,Imported - Pending Verification,STMicroelectronics,ESDA25LY,,TVS-SMD-24v-2ch-UniDir-300w-00,TVS DIODE 24VWM 43VC SOT23-3,TVS,https://www.st.com/resource/en/datasheet/dm00035279.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000258,Imported - Pending Verification,Semtech,TDS2221PW,,TVS-SMD-28v-2A-1ch-UniDir-00,28V Clamp 2A Ipp Tvs Diode Surface Mount 2-DFN (1.6x1),TVS,,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000259,Imported - Pending Verification,TI,TPD8S300ARUKR,,TVS-SMD-8v-USBC-1-00,TPD8S300ARUKR USB TYPEC,TVS,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd8s300a,AIPN Parts Master.xlsx,My Lists Worksheet,No
PMR-000260,Imported - Pending Verification,TI,TPD6S300ARUKR,,TVS-SMD-8v-USBC-2-00,TPD6S300A USB TYPEC,TVS,https://www.ti.com/lit/ds/symlink/tpd6s300a.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No
