Record ID,Manufacturer,Manufacturer Part Number,Provider,Status,Message,Knowledge Base Paths,PDCPartProfile Path
PMR-000005,Microchip Technology,MCP3464RT-E/NC,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Microchip_Technology__MCP3464RT-E_NC.json,output\provider_profiles\MOUSER__Microchip_Technology__MCP3464RT-E_NC.json
PMR-000006,TI,ADS1232IPW,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\TI__ADS1232IPW.json,output\provider_profiles\DIGIKEY__TI__ADS1232IPW.json
PMR-000006,TI,ADS1232IPW,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\TEXAS_INSTRUMENTS__ADS1232IPW.json | Knowledge_Base\Current\TME\Product_Data\TEXAS_INSTRUMENTS__ADS1232IPW.json | Knowledge_Base\Current\TME\Product_Parameters\TEXAS_INSTRUMENTS__ADS1232IPW.json,output\provider_profiles\TME__TI__ADS1232IPW.json
PMR-000006,TI,ADS1232IPW,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\TI__ADS1232IPW.json,output\provider_profiles\MOUSER__TI__ADS1232IPW.json
PMR-000007,TDK Corporation,PS1440P02BT,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\TDK_Corporation__PS1440P02BT.json,output\provider_profiles\DIGIKEY__TDK_Corporation__PS1440P02BT.json
PMR-000007,TDK Corporation,PS1440P02BT,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\TDK_Corporation__PS1440P02BT.json,
PMR-000007,TDK Corporation,PS1440P02BT,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\TDK_Corporation__PS1440P02BT.json,output\provider_profiles\MOUSER__TDK_Corporation__PS1440P02BT.json
PMR-000008,MPD (Memory Protection Devices),BK-920,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\MPD_Memory_Protection_Devices__BK-920.json,output\provider_profiles\DIGIKEY__MPD_Memory_Protection_Devices__BK-920.json
PMR-000008,MPD (Memory Protection Devices),BK-920,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\B_K_PRECISION__BK-920.json | Knowledge_Base\Current\TME\Product_Data\B_K_PRECISION__BK-920.json | Knowledge_Base\Current\TME\Product_Parameters\B_K_PRECISION__BK-920.json,output\provider_profiles\TME__MPD_Memory_Protection_Devices__BK-920.json
PMR-000008,MPD (Memory Protection Devices),BK-920,Mouser,Not Found,Mouser returned no parts,Knowledge_Base\Current\Mouser\Part_Number_Search\MPD_Memory_Protection_Devices__BK-920.json,
PMR-000009,TE Connectivity,BAT-HLD-001-THM,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\TE_Connectivity__BAT-HLD-001-THM.json,output\provider_profiles\DIGIKEY__TE_Connectivity__BAT-HLD-001-THM.json
PMR-000009,TE Connectivity,BAT-HLD-001-THM,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\LINX_TECHNOLOGIES_TE_Connectivity__BAT-HLD-001-THM.json | Knowledge_Base\Current\TME\Product_Data\LINX_TECHNOLOGIES_TE_Connectivity__BAT-HLD-001-THM.json | Knowledge_Base\Current\TME\Product_Parameters\LINX_TECHNOLOGIES_TE_Connectivity__BAT-HLD-001-THM.json,output\provider_profiles\TME__TE_Connectivity__BAT-HLD-001-THM.json
PMR-000009,TE Connectivity,BAT-HLD-001-THM,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\TE_Connectivity__BAT-HLD-001-THM.json,output\provider_profiles\MOUSER__TE_Connectivity__BAT-HLD-001-THM.json
PMR-000010,onsemi,BC847BLT3G,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\onsemi__BC847BLT3G.json,output\provider_profiles\DIGIKEY__onsemi__BC847BLT3G.json
PMR-000010,onsemi,BC847BLT3G,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\ONSEMI__BC847BLT3G.json | Knowledge_Base\Current\TME\Product_Data\ONSEMI__BC847BLT3G.json | Knowledge_Base\Current\TME\Product_Parameters\ONSEMI__BC847BLT3G.json,output\provider_profiles\TME__onsemi__BC847BLT3G.json
PMR-000010,onsemi,BC847BLT3G,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\onsemi__BC847BLT3G.json,output\provider_profiles\MOUSER__onsemi__BC847BLT3G.json
